step,epoch,k,train_mse,val_mse,val_l0,dead_frac
10000,1,32,12.019536712852194,0.11584494520277855,32.0,0.267578125
20000,1,32,10.224913215125513,0.10066228828932171,32.0,0.23046875
30000,1,32,9.563878001749366,0.0943582505898127,32.0,0.2255859375
40000,1,32,9.280424175902944,0.09086356515011978,31.99999918899729,0.2333984375
50000,1,32,8.931316166261407,0.08860614026221621,31.99999810766034,0.25390625
60000,1,32,8.721514081751236,0.0868420077652903,31.9999499881088,0.2587890625
70000,1,32,8.55872610578727,0.08524418713577155,31.999994007591077,0.275390625
80000,1,32,8.551173083344409,0.0838137570038018,31.999958909195946,0.2958984375
90000,1,32,8.255840266140266,0.08248122415362209,31.99994940244194,0.291015625
100000,1,32,8.066436672189436,0.08137901138813727,31.99990119273705,0.294921875
110000,1,32,8.012323048172359,0.08031522025000018,31.999984861282716,0.3037109375
120000,1,32,7.900455366911679,0.07943646478924661,31.999998062604632,0.2978515625
130000,1,32,7.642169846591871,0.0786793077262075,31.99997995021074,0.3154296875
140000,1,32,7.741638032973246,0.07794568494537678,31.99998977235469,0.3310546875
150000,1,32,7.670348857114388,0.07726799811741612,31.999972561074923,0.3349609375
160000,1,32,7.610991339842618,0.07656285450321391,31.999964856549166,0.3291015625
170000,1,32,7.588017078944667,0.07591470139666304,31.99998567228543,0.3349609375
180000,1,32,7.483136018716015,0.07521684543038082,31.99996111692555,0.3330078125
190000,1,32,7.477256451975334,0.07468669320128571,31.99995805313753,0.3359375
200000,1,32,7.413543786142724,0.0741630900091697,31.999978057871083,0.3408203125
210000,1,32,7.3403217508054786,0.07377019358608507,31.999960936702724,0.333984375
220000,1,32,7.4114426306625765,0.07334367571781913,31.9999934669226,0.341796875
230000,1,32,7.293978362604384,0.07293665420289763,31.999953817901147,0.337890625
240000,1,32,7.178192934160644,0.07253244466052602,31.99999301636554,0.3349609375
250000,1,32,7.1384827487423514,0.07222675541374098,31.999995404317968,0.326171875
260000,1,32,7.232529979907345,0.07183666925278874,31.999983689834355,0.3349609375
270000,1,32,7.066698387904387,0.07156044016582327,31.999978012815376,0.3330078125
280000,1,32,7.159755099045827,0.07127126955150088,31.999970308289615,0.3310546875
290000,1,32,7.081313080195053,0.0710241885004757,31.999939355019457,0.33203125
300000,1,32,7.170751777450937,0.07073299328260295,31.999980400767804,0.333984375
310000,1,32,7.015179094896456,0.07061066713942636,31.999975399584415,0.3271484375
320000,1,32,7.103639189946136,0.07032328647527089,31.999991664694353,0.3251953125
330000,1,32,7.110165942373423,0.07004373735225713,31.9999840052243,0.33203125
340000,1,32,6.973279038761929,0.06985436474662478,31.99999360208972,0.337890625
350000,1,32,7.083585592478413,0.06962452869746795,31.999974363303174,0.3466796875
360000,1,32,6.858908280504657,0.06937480558970523,31.99998220299605,0.345703125
370000,1,32,6.936047225979417,0.06917502626203573,31.999978958985206,0.3369140625
380000,1,32,6.934912153997631,0.06893832842102042,31.99996620822035,0.3408203125
390000,1,32,6.844857768661509,0.0687501892211513,31.99998720417944,0.3427734375
400000,1,32,6.818355701533148,0.0685574765224489,31.999965442273346,0.3486328125
410000,1,32,6.733841479959065,0.06832528753979733,31.999986528343847,0.3447265625
420000,1,32,6.76611757169498,0.06816185450073159,31.99999243064136,0.3447265625
430000,1,32,6.764513666562686,0.06793232596774212,31.999991033914466,0.3505859375
440000,1,32,6.722399233531148,0.06776717868417209,31.999969632312826,0.3564453125
450000,1,32,6.719546507334849,0.06754175297054674,31.99999004268893,0.357421875
460000,1,32,6.711440670650558,0.0673399338534311,31.999979319430853,0.357421875
470000,1,32,6.660536589584407,0.06717885905881275,31.999978238093906,0.3525390625
480000,1,32,6.73402632895738,0.0670138775182721,31.999958593664807,0.3583984375
490000,1,32,6.6195435393953375,0.06686033664648236,31.999966748888824,0.3603515625
500000,1,32,6.692470431991038,0.06669518817978844,31.99994746490538,0.3564453125
510000,1,32,6.674993347729788,0.06657589086729993,31.999907095076498,0.357421875
520000,1,32,6.724945799856361,0.06645514482485643,31.99998778990362,0.3583984375
530000,1,32,6.659924886577469,0.06631644857056927,31.999983599722942,0.357421875
540000,1,32,6.5301891337282205,0.06621400284479584,31.999963279458253,0.3515625
550000,1,32,6.656606712513895,0.06615747855024649,31.999975714974358,0.3564453125
560000,1,32,6.628173714342716,0.06598850613227637,31.999986798678083,0.3525390625
570000,1,32,6.462788864564171,0.065895493736082,31.999959990532894,0.3544921875
580000,1,32,6.517296619462279,0.06584959233705848,31.999967559891537,0.3486328125
590000,1,32,6.534522261794478,0.06578675003161982,31.999978868873793,0.34765625
600000,1,32,6.472441411707183,0.0657002206793495,31.999980716157747,0.3505859375
610000,1,32,6.412261767017756,0.06558597903900393,31.99997986009933,0.3515625
620000,1,32,6.555022628456403,0.06551818919595671,31.999952691367298,0.3408203125
630000,1,32,6.639478768948167,0.06549206317176068,31.999959765254363,0.3388671875
640000,1,32,6.477343916184797,0.06540508334492472,31.99998377994577,0.3427734375
650000,1,32,6.364640977679105,0.06534741789136674,31.999977427091196,0.34765625
660000,1,32,6.630877203765297,0.06527992804673724,31.99998080626916,0.3447265625
670000,1,32,6.506051886976676,0.0652593035747697,31.999977201812662,0.3486328125
680000,1,32,6.373262371706973,0.06522165267372874,31.999967695058654,0.3427734375
690000,1,32,6.476267887988303,0.06511266195895084,31.999960801535607,0.345703125
700000,1,32,6.474369968433613,0.06507279338871834,31.99995021344465,0.3427734375
710000,2,32,6.518679342255918,0.06499979633582828,31.999937868039957,0.3486328125
720000,2,32,6.469391431417927,0.06498203275425743,31.99993949004538,0.3447265625
730000,2,32,6.403608925444412,0.06493094095608791,31.999971524793683,0.3369140625
740000,2,32,6.468330918202504,0.0649294125117168,31.99998720417944,0.33984375
750000,2,32,6.591673397891967,0.06483975424114327,31.999981301881927,0.3427734375
760000,2,32,6.4004304513332615,0.06474038001811948,31.999985717341136,0.3408203125
770000,2,32,6.431190354590416,0.0647651283614955,31.99998436566995,0.3427734375
780000,2,32,6.439516788597622,0.0646564683193372,31.999987023956614,0.34765625
790000,2,32,6.526118519453773,0.06460543711828333,31.999987834959327,0.3447265625
800000,2,32,6.358976959109727,0.06461406812765909,31.99998954707616,0.3427734375
810000,2,32,6.467517662587709,0.06449872444309115,31.999992610864183,0.3408203125
820000,2,32,6.441784881657734,0.06444315955381144,31.99998882618486,0.34375
830000,2,32,6.36871382453523,0.06440948766080412,31.9999934669226,0.3466796875
840000,2,32,6.244417887250022,0.06438802380543297,31.999989502020455,0.34765625
850000,2,32,6.34432245818007,0.0643541228220421,31.999986348121023,0.345703125
860000,2,32,6.343569476020615,0.06427538092161876,31.999991214137292,0.3427734375
870000,2,32,6.3489689478662665,0.06425513688408173,31.999970172981303,0.3447265625
880000,2,32,6.250823891117763,0.06420371556884483,31.999972966435084,0.3447265625
890000,2,32,6.385652720314574,0.06413729527262343,31.999991033914466,0.345703125
900000,2,32,6.265448006628929,0.06411364962650878,31.999992115251416,0.349609375
910000,2,32,6.429856889249493,0.06407763883078774,31.99997936448656,0.3486328125
920000,2,32,6.5100610608447385,0.0639995181499966,31.999994593315257,0.3486328125
930000,2,32,6.4233950053495334,0.06400876429851678,31.999992160307123,0.34765625
940000,2,32,6.426633701664381,0.06398081826570234,31.999985627229723,0.345703125
950000,2,32,6.263811475183342,0.06393452067519882,31.99999324164407,0.345703125
960000,2,32,6.247374799808205,0.0639354489909282,31.999972335796393,0.3427734375
970000,2,32,6.287251485521061,0.06388736542551275,31.999986888789497,0.34765625
980000,2,32,6.310839526410724,0.06381286149751826,31.99996242348371,0.34765625
990000,2,32,6.322190963191087,0.06380290244835288,31.999993647145427,0.3515625
1000000,2,32,6.239305995700106,0.06385020687927605,31.999979049096616,0.3505859375
1010000,2,32,6.314949319239475,0.06377962117138251,31.99998918663051,0.3466796875
1020000,2,32,6.351247483995171,0.06375365985731485,31.999995764763618,0.3466796875
1030000,2,32,6.307701917375634,0.06374423351732393,31.99999653071062,0.3505859375
1040000,2,32,6.224570761162459,0.06371722110526959,31.9999934669226,0.345703125
1050000,2,32,6.293703453616965,0.06368006425130822,31.999993511978307,0.341796875
1060000,2,32,6.261162976923,0.06364613112827872,31.99999594498644,0.3427734375
1070000,2,32,6.222852075612564,0.06362995834714734,31.99999549442938,0.3466796875
1080000,2,32,6.250740233814059,0.0635886009219464,31.999995088928024,0.3427734375
1090000,2,32,6.2564172653050445,0.06356550633213504,31.99999693621198,0.3388671875
1100000,2,32,6.289672776634076,0.06355394896665899,31.999991033914466,0.3447265625
1110000,2,32,6.320558277657761,0.06352658246520568,31.99998873607345,0.3447265625
1120000,2,32,6.254448868257922,0.06346772990603013,31.999994232869607,0.33984375
1130000,2,32,6.249102543755785,0.06346583422874687,31.99999432298102,0.3447265625
1140000,2,32,6.3114904607692734,0.0634413107174137,31.99999689115627,0.3427734375
1150000,2,32,6.273779811747426,0.0634503534876444,31.999992025140003,0.341796875
1160000,2,32,6.281161693290816,0.06340981532800254,31.999994593315257,0.34375
1170000,2,32,6.19283631183112,0.06336662021187806,31.999987834959327,0.345703125
1180000,2,32,6.268606708404221,0.06338647175626023,31.999971885239333,0.341796875
1190000,2,32,6.39880571396652,0.0633317987086968,31.9999890965191,0.3388671875
1200000,2,32,6.238361875477904,0.06329720738719945,31.99996309937662,0.337890625
1210000,2,32,6.313294539167682,0.0632738102677073,31.9999760303643,0.33984375
1220000,2,32,6.264755342653988,0.06324438903123487,31.999984050280005,0.3388671875
1230000,2,32,6.101580959108959,0.06322852799941396,31.999994863649494,0.3359375
1240000,2,32,6.27003971715895,0.06320640587949751,31.999979049096616,0.345703125
1250000,2,32,6.1868028062539855,0.06315948383201613,31.99998778990362,0.3369140625
1260000,2,32,6.23423333917001,0.06316932302708957,31.9999898174104,0.3369140625
1270000,2,32,6.2369335452780055,0.06311698834259295,31.9999847261156,0.3388671875
