step,epoch,k,train_mse,val_mse,val_l0,dead_frac
10000,1,16,18.518754989629972,0.17684066887154942,16.0,0.6455078125
20000,1,16,16.309955691368735,0.15873127759582234,16.0,0.52734375
30000,1,16,15.651190279977618,0.15193091702396153,16.0,0.4443359375
40000,1,16,15.38947282098061,0.14806671054076917,16.0,0.4658203125
50000,1,16,14.938579635881407,0.14539801905655128,16.0,0.4814453125
60000,1,16,14.76906521744661,0.14366113599513597,16.0,0.4912109375
70000,1,16,14.53126368116749,0.1419672982496442,16.0,0.4931640625
80000,1,16,14.659307033978687,0.14062349988240094,16.0,0.51171875
90000,1,16,14.27935300287742,0.13918976145665132,16.0,0.5224609375
100000,1,16,13.962047664114735,0.1381057635358047,16.0,0.521484375
110000,1,16,13.977864107874243,0.13699725484578493,16.0,0.5341796875
120000,1,16,13.759205848232488,0.1360730873451111,16.0,0.51953125
130000,1,16,13.428278249366377,0.13532671329697182,15.999983104110175,0.525390625
140000,1,16,13.650214852885124,0.1345925476094005,15.999963414766567,0.5341796875
150000,1,16,13.576531810991197,0.13392326214182898,15.999998693384521,0.546875
160000,1,16,13.492833104132435,0.13329142998582713,15.999997837326102,0.54296875
170000,1,16,13.547164462286174,0.13264034140910314,15.999996755989153,0.5341796875
180000,1,16,13.434571118984572,0.13206341196655128,15.9999941878139,0.53515625
190000,1,16,13.421832118614102,0.13152599325991327,15.999995224095143,0.5390625
200000,1,16,13.364615887889558,0.1309302494787288,15.999984771171304,0.5400390625
210000,1,16,13.277758417197512,0.13058938935301753,15.999993511978307,0.5478515625
220000,1,16,13.38399081278821,0.13011780904316056,15.999984320614242,0.5595703125
230000,1,16,13.258884496438302,0.1297632028350202,15.9999556651851,0.5537109375
240000,1,16,13.084692309984927,0.1294188074205946,15.999959134474476,0.55078125
250000,1,16,12.994993854469048,0.1290483381772882,15.999979094152323,0.5517578125
260000,1,16,13.129262526287063,0.12864982208189832,16.0,0.5458984375
270000,1,16,12.877405574165177,0.12824622756266213,16.0,0.5478515625
280000,1,16,13.105911044390991,0.12775522596574518,15.999990538301699,0.5419921875
290000,1,16,12.956992627674316,0.1273633104730558,15.999998693384521,0.5458984375
300000,1,16,13.189771701190185,0.12700123492121068,15.999981301881927,0.5439453125
310000,1,16,12.865634262951474,0.12673963829652157,15.999974047913229,0.541015625
320000,1,16,12.978279120370406,0.1263765012594815,15.999974183080347,0.5537109375
330000,1,16,13.013331001349176,0.12598299664446483,15.999984365669949,0.5537109375
340000,1,16,12.792548246764392,0.12570978309965172,15.999986032731078,0.552734375
350000,1,16,12.99831512281309,0.12534155934665595,15.999983419500118,0.5556640625
360000,1,16,12.56400752584414,0.12511398612842067,15.999968145615718,0.560546875
370000,1,16,12.725087845118328,0.12493516037137407,15.999973957801817,0.5576171875
380000,1,16,12.807004909206238,0.12475754517042954,15.999968641228485,0.5537109375
