step,epoch,k,train_mse,val_mse,val_l0,dead_frac,aux_loss,n_dead
10000,1,32,0.09261094907910165,0.11456333284909731,32.0,0.0,0.0,0
20000,1,32,0.0746623067682316,0.09517022115257356,32.0,0.0,0.0,0
30000,1,32,0.06815005317676454,0.08734449988395387,32.0,0.0,0.0,0
40000,1,32,0.06505365448036095,0.08337073926618861,32.0,0.0,0.0,0
50000,1,32,0.0623062758713487,0.08096695204768586,31.99999977472147,0.0,0.0,0
60000,1,32,0.06080653268855637,0.07931184289376225,31.999996215320678,0.0,0.0,0
70000,1,32,0.059259382967883814,0.07806698815465608,31.99997521936159,0.0,0.0,0
80000,1,32,0.05958160213842251,0.07704747521746662,31.99999243064136,0.0,0.0,0
90000,1,32,0.05771207362939248,0.07628680481857948,31.999989141574805,0.0,0.0,0
100000,1,32,0.05687511090582565,0.07568091906667543,31.99999405264678,0.0,0.0,0
110000,1,32,0.05678853696016717,0.07514933306117574,31.9999898174104,0.0,0.0,0
120000,1,32,0.055956991628379305,0.07466194498226715,31.999982878831645,0.0,0.0,0
130000,1,32,0.05467224571960748,0.07431038858200592,31.999890829825365,0.0,0.0,0
140000,1,32,0.05547966204662037,0.07395269678681422,31.99994431114714,0.0,0.0,0
150000,1,32,0.05514703166605861,0.07363310286487945,31.999930704323866,0.0,0.0,0
160000,1,32,0.05493113322752599,0.07324179780794174,31.99982302118605,0.0,0.0,0
170000,1,32,0.054667596041986476,0.0729881262248988,31.999886099174727,0.0,0.0,0
180000,1,32,0.05438064439464392,0.07258869724863035,31.999717771056368,0.0,0.0,0
190000,1,32,0.054555196784752714,0.07230501181554667,31.999786030451258,0.0,0.0,0
200000,1,32,0.054288751359898024,0.07198254716969502,31.99977841603691,0.0,0.0,0
210000,1,32,0.05383999794529137,0.07169780773798079,31.99969510797883,0.0,0.0,0
220000,1,32,0.0543178203561356,0.07145178242490692,31.999755843128106,0.0,0.0,0
230000,1,32,0.05345278491748808,0.07115086115889864,31.999657306157452,0.0,0.0,0
240000,1,32,0.052776307509872444,0.07085322563585122,31.999767332191993,0.0,0.0,0
250000,1,32,0.05255119976986897,0.07064485045008197,31.99977891164968,0.0,0.0,0
260000,1,32,0.05306567657557803,0.07040300733090303,31.999705876208736,0.0,0.0,0
270000,1,32,0.05209914213209467,0.07022348613437426,31.999794365756905,0.0,0.0,0
280000,1,32,0.053113511821493584,0.07000803092411916,31.999597517235326,0.0,0.0,0
290000,1,32,0.052297341688058864,0.06989127485963262,31.999699613465573,0.0,0.0,0
300000,1,32,0.05300307087958622,0.06963449157557156,31.999649466464575,0.0,0.0,0
310000,1,32,0.05229003418801018,0.06950881232671173,31.999576251083194,0.0,0.0,0
320000,1,32,0.05241405426847196,0.06930547921647381,31.99954565811749,0.0,0.0,0
330000,1,32,0.05267002088496445,0.06914381593600229,31.999482850604245,0.0,0.0,0
340000,1,32,0.05183271715455977,0.06896027613599028,31.999635724615377,0.0,0.0,0
350000,1,32,0.05252579319842582,0.06883069217773116,31.999627929978207,0.0,0.0,0
360000,1,32,0.050816046750261676,0.0686278362930985,31.99976890914171,0.0,0.0,0
370000,1,32,0.05151420981714616,0.06847933734074227,31.99979274361029,0.0,0.0,0
380000,1,32,0.05175707485861651,0.06833037109587153,31.99969546842448,0.0,0.0,0
390000,1,32,0.05089011629278434,0.06818736264452409,31.99968564628053,0.0,0.0,0
400000,1,32,0.05060856357937166,0.06796782577057858,31.999833428912986,0.0,0.0,0
410000,1,32,0.050129281920664515,0.06777926455177227,31.999854875570332,0.0,0.0,0
420000,1,32,0.050423634519038335,0.06764977697760118,31.999893217835112,0.0,0.0,0
430000,1,32,0.05067913520982115,0.0674948123237869,31.999886684757715,0.0,0.0,0
